"","FULLID","MODEL","CODE","INST","LIBVER","CALCVAL","CALCERR"
"234","HEU-COMP-THERM-021-067",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.01496,0.00043
"235","HEU-COMP-THERM-021-068",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.0146,0.00036
"236","HEU-COMP-THERM-021-068",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.0158,0.00039
"237","HEU-COMP-THERM-021-069",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.01417,0.00038
"238","HEU-COMP-THERM-021-069",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.01467,0.00042
"239","HEU-COMP-THERM-021-070",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.01573,0.00034
"240","HEU-COMP-THERM-021-070",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.01548,0.00039
"241","HEU-COMP-THERM-021-071",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.01485,0.00043
"242","HEU-COMP-THERM-021-071",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.01413,0.00035
"243","HEU-COMP-THERM-021-072",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.0155,0.00046
"244","HEU-COMP-THERM-021-072",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.01708,0.00046
"245","HEU-COMP-THERM-021-073",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.01536,0.00045
"246","HEU-COMP-THERM-021-073",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.0163,0.00043
"247","HEU-COMP-THERM-021-074",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.01575,0.00038
"248","HEU-COMP-THERM-021-074",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.01645,4e-04
"249","HEU-COMP-THERM-021-075",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.01537,0.00036
"250","HEU-COMP-THERM-021-075",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.01682,0.00039
"251","HEU-COMP-THERM-021-076",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.01536,4e-04
"252","HEU-COMP-THERM-021-076",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.01636,4e-04
"253","HEU-COMP-THERM-021-077",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.01568,0.00046
"254","HEU-COMP-THERM-021-077",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.01668,0.00041
"255","HEU-COMP-THERM-021-078",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.016,0.00039
"256","HEU-COMP-THERM-021-078",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.01672,0.00036
"257","HEU-COMP-THERM-021-079",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.01687,0.00041
"258","HEU-COMP-THERM-021-079",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.01707,0.00036
"259","HEU-COMP-THERM-021-080",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.01754,0.00038
"260","HEU-COMP-THERM-021-080",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.01843,0.00043
"261","HEU-COMP-THERM-021-081",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.01731,0.00038
"262","HEU-COMP-THERM-021-081",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.01805,0.00042
"263","HEU-COMP-THERM-021-082",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00664,4e-04
"264","HEU-COMP-THERM-021-082",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00769,0.00046
"265","HEU-COMP-THERM-021-083",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00627,0.00037
"266","HEU-COMP-THERM-021-083",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00878,0.00041
"267","HEU-COMP-THERM-021-084",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00745,0.00041
"268","HEU-COMP-THERM-021-084",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00858,0.00043
"269","HEU-COMP-THERM-021-085",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.01353,0.00038
"270","HEU-COMP-THERM-021-085",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.01525,0.00038
"271","HEU-COMP-THERM-021-086",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.01195,0.00043
"272","HEU-COMP-THERM-021-086",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.01351,0.00039
"273","HEU-COMP-THERM-021-087",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.0142,0.00042
"274","HEU-COMP-THERM-021-087",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.01531,0.00046
"275","HEU-COMP-THERM-021-088",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.01607,4e-04
"276","HEU-COMP-THERM-021-088",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.01619,0.00038
"277","HEU-COMP-THERM-021-089",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.01711,0.00037
"278","HEU-COMP-THERM-021-089",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.01764,0.00045
"279","HEU-COMP-THERM-021-090",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.01771,0.00041
"280","HEU-COMP-THERM-021-090",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.019,0.00038
"281","HEU-COMP-THERM-021-091",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.01855,0.00043
"282","HEU-COMP-THERM-021-091",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.02028,0.00038
"283","HEU-COMP-THERM-021-092",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.01993,0.00042
"284","HEU-COMP-THERM-021-092",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.02032,4e-04
"285","HEU-COMP-THERM-021-093",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.01879,0.00045
"286","HEU-COMP-THERM-021-093",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.02127,0.00041
"287","HEU-COMP-THERM-021-094",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00596,0.00035
"288","HEU-COMP-THERM-021-094",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00595,0.00032
"289","HEU-COMP-THERM-021-095",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00662,0.00025
"290","HEU-COMP-THERM-021-095",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00661,0.00033
"291","HEU-COMP-THERM-021-096",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00696,0.00031
"292","HEU-COMP-THERM-021-096",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00681,3e-04
"293","HEU-COMP-THERM-021-097",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00688,0.00034
"294","HEU-COMP-THERM-021-097",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00704,0.00036
"295","HEU-COMP-THERM-021-098",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00854,0.00033
"296","HEU-COMP-THERM-021-098",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00714,0.00034
"297","HEU-COMP-THERM-021-099",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00828,0.00033
"298","HEU-COMP-THERM-021-099",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00801,0.00034
"299","HEU-COMP-THERM-021-100",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00859,0.00028
"300","HEU-COMP-THERM-021-100",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00868,0.00033
"301","HEU-MET-FAST-001-001","Godiva","MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.99991,0.00019
"302","HEU-MET-FAST-001-001","Godiva","MCNP.6.1.1","NRG","JEFF-3.3",1.00039,0.00019
"303","HEU-MET-FAST-003-001",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.99264,0.00029
"304","HEU-MET-FAST-003-001",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.99484,0.00032
"305","HEU-MET-FAST-003-002",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.99178,0.00028
"306","HEU-MET-FAST-003-002",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.99432,0.00035
"307","HEU-MET-FAST-003-003",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.99636,0.00035
"308","HEU-MET-FAST-003-003",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1,0.00034
"309","HEU-MET-FAST-003-004",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.99469,0.00033
"310","HEU-MET-FAST-003-004",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.9981,0.00035
"311","HEU-MET-FAST-003-005",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.9995,0.00034
"312","HEU-MET-FAST-003-005",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00312,0.00032
"313","HEU-MET-FAST-003-006",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.99927,0.00031
"314","HEU-MET-FAST-003-006",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00262,0.00033
"315","HEU-MET-FAST-003-007",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.99998,0.00034
"316","HEU-MET-FAST-003-007",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00351,0.00032
"317","HEU-MET-FAST-003-008",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00112,0.00031
"318","HEU-MET-FAST-003-008",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00141,0.00039
"319","HEU-MET-FAST-003-009",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00143,0.00035
"320","HEU-MET-FAST-003-009",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.0011,0.00033
"321","HEU-MET-FAST-003-010",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00375,0.00034
"322","HEU-MET-FAST-003-010",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00558,0.00034
"323","HEU-MET-FAST-003-011",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00763,0.00037
"324","HEU-MET-FAST-003-011",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.01015,0.00032
"325","HEU-MET-FAST-003-012",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.99927,0.00038
"326","HEU-MET-FAST-003-012",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00522,0.00035
"327","HEU-MET-FAST-005-001",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.99535,0.00034
"328","HEU-MET-FAST-005-001",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.99273,0.00035
"329","HEU-MET-FAST-005-002",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.99765,0.00033
"330","HEU-MET-FAST-005-002",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.99434,0.00042
"331","HEU-MET-FAST-005-003",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.99936,0.00032
"332","HEU-MET-FAST-005-003",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.99734,0.00038
"333","HEU-MET-FAST-005-004",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.9923,0.00034
"334","HEU-MET-FAST-005-004",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.99122,0.00035
"335","HEU-MET-FAST-005-005",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.99741,0.00033
"336","HEU-MET-FAST-005-005",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.99679,0.00036
"337","HEU-MET-FAST-005-006",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.99708,0.00034
"338","HEU-MET-FAST-005-006",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.9958,0.00037
"339","HEU-MET-FAST-007-001",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.99381,3e-04
"340","HEU-MET-FAST-007-001",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.99298,0.00033
"341","HEU-MET-FAST-007-002",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.99869,0.00041
"342","HEU-MET-FAST-007-002",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.99751,0.00036
"343","HEU-MET-FAST-007-003",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.99928,0.00029
"344","HEU-MET-FAST-007-003",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.99983,0.00031
"345","HEU-MET-FAST-007-004",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.9994,0.00042
"346","HEU-MET-FAST-007-004",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.99764,0.00034
"347","HEU-MET-FAST-007-005",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00077,0.00037
"348","HEU-MET-FAST-007-005",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.9988,0.00039
"349","HEU-MET-FAST-007-006",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00527,0.00041
"350","HEU-MET-FAST-007-006",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00524,0.00036
"351","HEU-MET-FAST-007-007",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00161,0.00041
"352","HEU-MET-FAST-007-007",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.0005,0.00038
"353","HEU-MET-FAST-007-008",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00054,0.00043
"354","HEU-MET-FAST-007-008",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.99897,0.00036
"355","HEU-MET-FAST-007-009",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00296,0.00038
"356","HEU-MET-FAST-007-009",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00222,0.00035
"357","HEU-MET-FAST-007-010",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.99912,5e-04
"358","HEU-MET-FAST-007-010",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.99954,0.00045
"359","HEU-MET-FAST-007-019",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.9968,0.00033
"360","HEU-MET-FAST-007-019",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.99745,0.00035
"361","HEU-MET-FAST-007-020",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.99858,0.00038
"362","HEU-MET-FAST-007-020",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.99709,0.00034
"363","HEU-MET-FAST-007-021",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.9993,0.00035
"364","HEU-MET-FAST-007-021",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.99884,0.00034
"365","HEU-MET-FAST-007-022",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00039,0.00038
"366","HEU-MET-FAST-007-022",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.99944,0.00036
"367","HEU-MET-FAST-007-023",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.99925,0.00041
"368","HEU-MET-FAST-007-023",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.99844,0.00041
"369","HEU-MET-FAST-007-024",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00052,0.00043
"370","HEU-MET-FAST-007-024",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.99971,0.00036
"371","HEU-MET-FAST-007-025",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.998,4e-04
"372","HEU-MET-FAST-007-025",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.99818,0.00038
"373","HEU-MET-FAST-007-026",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.99815,0.00042
"374","HEU-MET-FAST-007-026",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.99862,0.00035
"375","HEU-MET-FAST-007-027",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.99707,0.00037
"376","HEU-MET-FAST-007-027",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.99601,0.00029
"377","HEU-MET-FAST-007-028",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.99883,0.00034
"378","HEU-MET-FAST-007-028",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.99804,0.00039
"379","HEU-MET-FAST-007-029",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.9997,0.00039
"380","HEU-MET-FAST-007-029",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.99834,0.00035
"381","HEU-MET-FAST-007-030",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.99672,0.00045
"382","HEU-MET-FAST-007-030",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.99776,0.00048
"383","HEU-MET-FAST-007-032",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00421,0.00027
"384","HEU-MET-FAST-007-032",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00332,0.00034
"385","HEU-MET-FAST-007-033",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.0136,0.00035
"386","HEU-MET-FAST-007-033",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.01254,0.00036
"387","HEU-MET-FAST-007-034",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.01643,0.00036
"388","HEU-MET-FAST-007-034",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.01528,0.00038
"389","HEU-MET-FAST-007-035",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00056,0.00044
"390","HEU-MET-FAST-007-035",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00011,0.00042
"391","HEU-MET-FAST-008-001",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.99491,0.00032
"392","HEU-MET-FAST-008-001",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.99612,0.00029
"393","HEU-MET-FAST-009-001",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.9963,0.00034
"394","HEU-MET-FAST-009-001",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.99608,0.00031
"395","HEU-MET-FAST-011-001",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.99667,0.00039
"396","HEU-MET-FAST-011-001",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.9981,4e-04
"397","HEU-MET-FAST-012-001",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.99828,0.00037
"398","HEU-MET-FAST-012-001",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.99787,0.00031
"399","HEU-MET-FAST-013-001",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.99828,0.00032
"400","HEU-MET-FAST-013-001",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.99535,0.00036
"401","HEU-MET-FAST-014-001",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.9946,0.00033
"402","HEU-MET-FAST-014-001",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.99781,0.00033
"403","HEU-MET-FAST-015-001",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.99506,0.00033
"404","HEU-MET-FAST-015-001",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.99473,0.00031
"405","HEU-MET-FAST-018-001","Simplified Model","MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00002,0.00029
"406","HEU-MET-FAST-018-001","Simplified Model","MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00002,0.00029
"407","HEU-MET-FAST-018-001","Simplified Model","MCNP.6.1.1","NRG","JEFF-3.3",0.99936,0.00032
"408","HEU-MET-FAST-018-001","Simplified Model","MCNP.6.1.1","NRG","JEFF-3.3",0.99936,0.00032
"409","HEU-MET-FAST-019-001","Simplified Model","MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00602,0.00036
"410","HEU-MET-FAST-019-001","Simplified Model","MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00602,0.00036
"411","HEU-MET-FAST-019-001","Simplified Model","MCNP.6.1.1","NRG","JEFF-3.3",1.00606,0.00034
"412","HEU-MET-FAST-019-001","Simplified Model","MCNP.6.1.1","NRG","JEFF-3.3",1.00606,0.00034
"413","HEU-MET-FAST-020-001","Simplified Model","MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00026,0.00036
"414","HEU-MET-FAST-020-001","Simplified Model","MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00026,0.00036
"415","HEU-MET-FAST-020-001","Simplified Model","MCNP.6.1.1","NRG","JEFF-3.3",1.00108,0.00034
"416","HEU-MET-FAST-020-001","Simplified Model","MCNP.6.1.1","NRG","JEFF-3.3",1.00108,0.00034
"417","HEU-MET-FAST-021-001","Simplified Model","MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.99974,0.00033
"418","HEU-MET-FAST-021-001","Simplified Model","MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.99974,0.00033
"419","HEU-MET-FAST-021-001","Simplified Model","MCNP.6.1.1","NRG","JEFF-3.3",0.99606,0.00035
"420","HEU-MET-FAST-021-001","Simplified Model","MCNP.6.1.1","NRG","JEFF-3.3",0.99606,0.00035
"421","HEU-MET-FAST-022-001","Detailed Model","MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.99762,1e-04
"422","HEU-MET-FAST-022-001","Detailed Model","MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.99762,1e-04
"423","HEU-MET-FAST-022-001","Detailed Model","MCNP.6.1.1","NRG","JEFF-3.3",0.99725,1e-04
"424","HEU-MET-FAST-022-001","Detailed Model","MCNP.6.1.1","NRG","JEFF-3.3",0.99725,1e-04
"425","HEU-MET-FAST-027-001",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00073,6e-05
"426","HEU-MET-FAST-027-001",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00486,6e-05
"427","HEU-MET-FAST-028-001",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00039,0.00021
"428","HEU-MET-FAST-028-001",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00403,2e-04
"429","HEU-MET-FAST-034-001",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.99672,0.00039
"430","HEU-MET-FAST-034-001",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.99774,0.00044
"431","HEU-MET-FAST-034-002",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.99852,0.00039
"432","HEU-MET-FAST-034-002",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.99807,0.00043
"433","HEU-MET-FAST-034-003",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.99924,0.00039
"434","HEU-MET-FAST-034-003",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.9971,0.00039
"435","HEU-MET-FAST-041-001",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00452,0.00037
"436","HEU-MET-FAST-041-001",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00406,0.00037
"437","HEU-MET-FAST-041-002",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00275,0.00037
"438","HEU-MET-FAST-041-002",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00236,4e-04
"439","HEU-MET-FAST-041-003",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00093,0.00033
"440","HEU-MET-FAST-041-003",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00258,0.00031
"441","HEU-MET-FAST-041-004",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00491,0.00032
"442","HEU-MET-FAST-041-004",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00581,0.00035
"443","HEU-MET-FAST-041-005",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00161,0.00033
"444","HEU-MET-FAST-041-005",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00149,0.00042
"445","HEU-MET-FAST-041-006",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00174,0.00037
"446","HEU-MET-FAST-041-006",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00255,0.00042
"447","HEU-MET-FAST-048-001",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00085,4e-04
"448","HEU-MET-FAST-048-001",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00142,0.00037
"449","HEU-MET-FAST-048-002",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00133,0.00043
"450","HEU-MET-FAST-048-002",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00283,0.00041
"451","HEU-MET-FAST-048-006",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.99865,0.00045
"452","HEU-MET-FAST-048-006",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00058,0.00037
"453","HEU-MET-FAST-048-007",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.99926,0.00035
"454","HEU-MET-FAST-048-007",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00102,0.00042
"455","HEU-MET-FAST-048-008",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.99644,0.00043
"456","HEU-MET-FAST-048-008",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.99778,0.00041
"457","HEU-MET-FAST-048-009",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.99435,0.00047
"458","HEU-MET-FAST-048-009",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.99657,0.00043
"459","HEU-MET-FAST-048-011",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00243,0.00041
"460","HEU-MET-FAST-048-011",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00332,0.00042
"461","HEU-MET-FAST-048-012",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.99877,0.00035
"462","HEU-MET-FAST-048-012",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.99936,0.00038
"463","HEU-MET-FAST-048-013",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00222,0.00042
"464","HEU-MET-FAST-048-013",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00233,0.00042
"465","HEU-MET-FAST-048-014",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.99753,0.00042
"466","HEU-MET-FAST-048-014",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.99803,0.00042
"467","HEU-MET-FAST-048-015",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.9962,0.00044
"468","HEU-MET-FAST-048-015",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.99669,4e-04
"469","HEU-MET-FAST-048-016",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.99192,0.00036
"470","HEU-MET-FAST-048-016",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.99184,0.00042
"471","HEU-MET-FAST-048-017",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.98941,0.00044
