"","FULLID","MODEL","CODE","INST","LIBVER","CALCVAL","CALCERR"
"7628","HEU-COMP-THERM-002-007",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.01788,0.00044
"7629","HEU-COMP-THERM-002-007",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.01481,0.00043
"7630","HEU-COMP-THERM-002-007",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.01841,0.00045
"7631","HEU-COMP-THERM-002-008",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.01779,0.00037
"7632","HEU-COMP-THERM-002-008",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.01601,0.00039
"7633","HEU-COMP-THERM-002-008",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.01803,0.00036
"7634","HEU-COMP-THERM-002-009",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.01966,0.00038
"7635","HEU-COMP-THERM-002-009",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.01592,4e-04
"7636","HEU-COMP-THERM-002-009",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.02054,0.00043
"7637","HEU-COMP-THERM-002-010",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.01658,0.00035
"7638","HEU-COMP-THERM-002-010",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.0123,0.00033
"7639","HEU-COMP-THERM-002-010",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.01578,0.00039
"7640","HEU-COMP-THERM-002-011",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.01512,0.00053
"7641","HEU-COMP-THERM-002-011",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.01365,0.00047
"7642","HEU-COMP-THERM-002-011",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.01583,0.00049
"7643","HEU-COMP-THERM-002-012",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.01458,0.00046
"7644","HEU-COMP-THERM-002-012",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.01245,0.00049
"7645","HEU-COMP-THERM-002-012",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.0152,0.00046
"7646","HEU-COMP-THERM-002-013",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.01885,0.00045
"7647","HEU-COMP-THERM-002-013",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.01639,0.00043
"7648","HEU-COMP-THERM-002-013",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.01885,0.00042
"7649","HEU-COMP-THERM-002-014",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.01816,0.00043
"7650","HEU-COMP-THERM-002-014",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.01656,0.00051
"7651","HEU-COMP-THERM-002-014",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.01819,0.00046
"7652","HEU-COMP-THERM-002-015",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.01897,0.00038
"7653","HEU-COMP-THERM-002-015",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.01651,4e-04
"7654","HEU-COMP-THERM-002-015",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.01993,0.00044
"7655","HEU-COMP-THERM-002-016",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.01932,4e-04
"7656","HEU-COMP-THERM-002-016",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.01536,0.00038
"7657","HEU-COMP-THERM-002-016",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.01963,0.00044
"7658","HEU-COMP-THERM-002-017",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.02402,0.00039
"7659","HEU-COMP-THERM-002-017",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.01932,0.00036
"7660","HEU-COMP-THERM-002-017",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.02472,0.00035
"7661","HEU-COMP-THERM-002-018",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.01487,0.00045
"7662","HEU-COMP-THERM-002-018",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.0148,0.00051
"7663","HEU-COMP-THERM-002-018",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.0174,0.00045
"7664","HEU-COMP-THERM-002-019",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.01268,0.00046
"7665","HEU-COMP-THERM-002-019",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.01101,5e-04
"7666","HEU-COMP-THERM-002-019",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.01472,0.00039
"7667","HEU-COMP-THERM-002-020",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.01565,0.00052
"7668","HEU-COMP-THERM-002-020",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.01371,0.00043
"7669","HEU-COMP-THERM-002-020",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.01689,0.00045
"7670","HEU-COMP-THERM-002-021",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.01643,0.00038
"7671","HEU-COMP-THERM-002-021",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.01335,0.00037
"7672","HEU-COMP-THERM-002-021",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.0177,0.00041
"7673","HEU-COMP-THERM-002-022",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.01713,0.00034
"7674","HEU-COMP-THERM-002-022",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.01391,0.00037
"7675","HEU-COMP-THERM-002-022",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.01829,0.00034
"7676","HEU-COMP-THERM-002-023",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.01498,0.00045
"7677","HEU-COMP-THERM-002-023",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.01353,0.00052
"7678","HEU-COMP-THERM-002-023",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.01496,0.00051
"7679","HEU-COMP-THERM-002-024",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.01442,0.00041
"7680","HEU-COMP-THERM-002-024",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.01356,0.00044
"7681","HEU-COMP-THERM-002-024",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.01548,0.00049
"7682","HEU-COMP-THERM-002-025",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.01321,4e-04
"7683","HEU-COMP-THERM-002-025",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.01089,4e-04
"7684","HEU-COMP-THERM-002-025",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.01461,0.00045
"7685","HEU-COMP-THERM-011-001",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",0.98847,5e-04
"7686","HEU-COMP-THERM-011-001",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",0.98646,0.00041
"7687","HEU-COMP-THERM-011-001",NA,"MCNP6.1.1","NRG","JENDL-4.0",0.98925,4e-04
"7688","HEU-COMP-THERM-011-002",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",0.99042,0.00041
"7689","HEU-COMP-THERM-011-002",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",0.98907,0.00043
"7690","HEU-COMP-THERM-011-002",NA,"MCNP6.1.1","NRG","JENDL-4.0",0.99107,0.00048
"7691","HEU-COMP-THERM-011-003",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",0.99233,0.00046
"7692","HEU-COMP-THERM-011-003",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",0.99069,0.00038
"7693","HEU-COMP-THERM-011-003",NA,"MCNP6.1.1","NRG","JENDL-4.0",0.99268,0.00039
"7694","HEU-COMP-THERM-012-001",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",0.9886,0.00047
"7695","HEU-COMP-THERM-012-001",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",0.98621,0.00035
"7696","HEU-COMP-THERM-012-001",NA,"MCNP6.1.1","NRG","JENDL-4.0",0.98912,0.00045
"7697","HEU-COMP-THERM-012-002",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",0.98957,0.00046
"7698","HEU-COMP-THERM-012-002",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",0.98939,0.00046
"7699","HEU-COMP-THERM-012-002",NA,"MCNP6.1.1","NRG","JENDL-4.0",0.99034,0.00044
"7700","HEU-COMP-THERM-013-001",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",0.99145,0.00042
"7701","HEU-COMP-THERM-013-001",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",0.99014,0.00043
"7702","HEU-COMP-THERM-013-001",NA,"MCNP6.1.1","NRG","JENDL-4.0",0.99094,0.00043
"7703","HEU-COMP-THERM-013-002",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",0.99359,0.00035
"7704","HEU-COMP-THERM-013-002",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",0.99109,0.00034
"7705","HEU-COMP-THERM-013-002",NA,"MCNP6.1.1","NRG","JENDL-4.0",0.99358,0.00044
"7706","HEU-COMP-THERM-014-001",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",0.99835,0.00039
"7707","HEU-COMP-THERM-014-001",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",0.99773,0.00043
"7708","HEU-COMP-THERM-014-001",NA,"MCNP6.1.1","NRG","JENDL-4.0",0.99771,0.00039
"7709","HEU-COMP-THERM-014-002",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",0.99844,0.00038
"7710","HEU-COMP-THERM-014-002",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",0.99723,0.00036
"7711","HEU-COMP-THERM-014-002",NA,"MCNP6.1.1","NRG","JENDL-4.0",0.99675,0.00038
"7712","HEU-COMP-THERM-015-001",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",0.99991,0.00052
"7713","HEU-COMP-THERM-015-001",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",0.99873,0.00044
"7714","HEU-COMP-THERM-015-001",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.00417,5e-04
"7715","HEU-COMP-THERM-015-005",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.0005,0.00039
"7716","HEU-COMP-THERM-015-005",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",0.9958,0.00042
"7717","HEU-COMP-THERM-015-005",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.00236,0.00044
"7718","HEU-COMP-THERM-015-006",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.00002,0.00046
"7719","HEU-COMP-THERM-015-006",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",0.99853,0.00054
"7720","HEU-COMP-THERM-015-006",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.00069,0.00045
"7721","HEU-COMP-THERM-021-001",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",0.9991,0.00042
"7722","HEU-COMP-THERM-021-001",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",0.99361,0.00037
"7723","HEU-COMP-THERM-021-001",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.00333,0.00044
"7724","HEU-COMP-THERM-021-002",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",0.99722,0.00039
"7725","HEU-COMP-THERM-021-002",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",0.9917,0.00043
"7726","HEU-COMP-THERM-021-002",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.00019,0.00041
"7727","HEU-COMP-THERM-021-003",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.00684,0.00037
"7728","HEU-COMP-THERM-021-003",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.0022,0.00039
"7729","HEU-COMP-THERM-021-003",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.00927,0.00041
"7730","HEU-COMP-THERM-021-004",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.00758,0.00035
"7731","HEU-COMP-THERM-021-004",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.00229,0.00032
"7732","HEU-COMP-THERM-021-004",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.00892,0.00034
"7733","HEU-COMP-THERM-021-005",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.0081,0.00025
"7734","HEU-COMP-THERM-021-005",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.00382,0.00027
"7735","HEU-COMP-THERM-021-005",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.00896,3e-04
"7736","HEU-COMP-THERM-021-006",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.0015,0.00041
"7737","HEU-COMP-THERM-021-006",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",0.99663,0.00039
"7738","HEU-COMP-THERM-021-006",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.00395,0.00043
"7739","HEU-COMP-THERM-021-007",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.00022,0.00039
"7740","HEU-COMP-THERM-021-007",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",0.99448,0.00045
"7741","HEU-COMP-THERM-021-007",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.00352,0.00042
"7742","HEU-COMP-THERM-021-008",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.00033,0.00043
"7743","HEU-COMP-THERM-021-008",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",0.99435,0.00038
"7744","HEU-COMP-THERM-021-008",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.00413,0.00042
"7745","HEU-COMP-THERM-021-009",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",0.99955,0.00034
"7746","HEU-COMP-THERM-021-009",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",0.99441,0.00041
"7747","HEU-COMP-THERM-021-009",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.00379,0.00045
"7748","HEU-COMP-THERM-021-010",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",0.99653,0.00041
"7749","HEU-COMP-THERM-021-010",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",0.99159,0.00047
"7750","HEU-COMP-THERM-021-010",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.00042,0.00036
"7751","HEU-COMP-THERM-021-011",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",0.99585,0.00037
"7752","HEU-COMP-THERM-021-011",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",0.99039,0.00042
"7753","HEU-COMP-THERM-021-011",NA,"MCNP6.1.1","NRG","JENDL-4.0",0.99968,0.00044
"7754","HEU-COMP-THERM-021-012",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",0.99548,0.00041
"7755","HEU-COMP-THERM-021-012",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",0.99,0.00043
"7756","HEU-COMP-THERM-021-012",NA,"MCNP6.1.1","NRG","JENDL-4.0",0.99889,4e-04
"7757","HEU-COMP-THERM-021-013",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",0.99596,0.00041
"7758","HEU-COMP-THERM-021-013",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",0.98978,0.00039
"7759","HEU-COMP-THERM-021-013",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.00006,0.00043
"7760","HEU-COMP-THERM-021-014",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.00698,0.00043
"7761","HEU-COMP-THERM-021-014",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.00294,0.00035
"7762","HEU-COMP-THERM-021-014",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.0106,0.00042
"7763","HEU-COMP-THERM-021-015",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.00476,0.00038
"7764","HEU-COMP-THERM-021-015",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.00035,0.00045
"7765","HEU-COMP-THERM-021-015",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.00954,0.00039
"7766","HEU-COMP-THERM-021-016",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.00443,0.00042
"7767","HEU-COMP-THERM-021-016",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.00065,0.00042
"7768","HEU-COMP-THERM-021-016",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.00906,0.00041
"7769","HEU-COMP-THERM-021-017",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.00575,0.00047
"7770","HEU-COMP-THERM-021-017",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.00127,0.00041
"7771","HEU-COMP-THERM-021-017",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.00827,0.00044
"7772","HEU-COMP-THERM-021-018",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.00674,0.00042
"7773","HEU-COMP-THERM-021-018",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.00102,0.00039
"7774","HEU-COMP-THERM-021-018",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.00939,0.00041
"7775","HEU-COMP-THERM-021-019",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.00619,4e-04
"7776","HEU-COMP-THERM-021-019",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.00011,0.00041
"7777","HEU-COMP-THERM-021-019",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.00928,0.00047
"7778","HEU-COMP-THERM-021-020",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.00495,0.00045
"7779","HEU-COMP-THERM-021-020",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",0.9994,0.00044
"7780","HEU-COMP-THERM-021-020",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.00776,0.00044
"7781","HEU-COMP-THERM-021-021",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.00404,4e-04
"7782","HEU-COMP-THERM-021-021",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",0.99914,0.00036
"7783","HEU-COMP-THERM-021-021",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.00748,0.00044
"7784","HEU-COMP-THERM-021-022",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.00413,0.00047
"7785","HEU-COMP-THERM-021-022",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",0.99851,0.00038
"7786","HEU-COMP-THERM-021-022",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.00723,0.00045
"7787","HEU-COMP-THERM-021-023",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.00549,0.00036
"7788","HEU-COMP-THERM-021-023",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.00044,0.00044
"7789","HEU-COMP-THERM-021-023",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.00914,0.00048
"7790","HEU-COMP-THERM-021-024",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.00543,0.00039
"7791","HEU-COMP-THERM-021-024",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.00097,0.00044
"7792","HEU-COMP-THERM-021-024",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.00949,0.00041
"7793","HEU-COMP-THERM-021-025",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.00801,0.00042
"7794","HEU-COMP-THERM-021-025",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.00213,0.00041
"7795","HEU-COMP-THERM-021-025",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.0097,0.00039
"7796","HEU-COMP-THERM-021-026",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.00695,0.00042
"7797","HEU-COMP-THERM-021-026",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.0032,0.00036
"7798","HEU-COMP-THERM-021-026",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.01075,0.00044
"7799","HEU-COMP-THERM-021-027",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.00882,0.00042
"7800","HEU-COMP-THERM-021-027",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.00406,0.00047
"7801","HEU-COMP-THERM-021-027",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.01221,0.00042
"7802","HEU-COMP-THERM-021-028",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.00793,0.00042
"7803","HEU-COMP-THERM-021-028",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.00286,0.00038
"7804","HEU-COMP-THERM-021-028",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.01077,0.00042
"7805","HEU-COMP-THERM-021-029",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.00747,0.00043
"7806","HEU-COMP-THERM-021-029",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.00269,0.00041
"7807","HEU-COMP-THERM-021-029",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.01172,0.00041
"7808","HEU-COMP-THERM-021-030",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.00692,0.00039
"7809","HEU-COMP-THERM-021-030",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.00285,0.00039
"7810","HEU-COMP-THERM-021-030",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.0109,0.00042
"7811","HEU-COMP-THERM-021-031",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.00624,4e-04
"7812","HEU-COMP-THERM-021-031",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.00203,0.00043
"7813","HEU-COMP-THERM-021-031",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.01005,0.00045
"7814","HEU-COMP-THERM-021-032",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.00791,0.00042
"7815","HEU-COMP-THERM-021-032",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.00256,4e-04
"7816","HEU-COMP-THERM-021-032",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.01083,0.00045
"7817","HEU-COMP-THERM-021-033",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.00795,0.00038
"7818","HEU-COMP-THERM-021-033",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.00446,0.00046
"7819","HEU-COMP-THERM-021-033",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.01203,0.00035
"7820","HEU-COMP-THERM-021-034",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.00867,0.00038
"7821","HEU-COMP-THERM-021-034",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.00443,0.00042
"7822","HEU-COMP-THERM-021-034",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.0115,0.00046
"7823","HEU-COMP-THERM-021-035",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.00886,0.00042
"7824","HEU-COMP-THERM-021-035",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.00331,0.00043
"7825","HEU-COMP-THERM-021-035",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.01208,0.00043
"7826","HEU-COMP-THERM-021-036",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.00745,0.00041
"7827","HEU-COMP-THERM-021-036",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.0041,0.00044
"7828","HEU-COMP-THERM-021-036",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.01208,0.00049
"7829","HEU-COMP-THERM-021-037",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.00945,0.00042
"7830","HEU-COMP-THERM-021-037",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.00472,0.00046
"7831","HEU-COMP-THERM-021-037",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.0128,0.00046
"7832","HEU-COMP-THERM-021-038",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.0096,4e-04
"7833","HEU-COMP-THERM-021-038",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.00504,0.00039
"7834","HEU-COMP-THERM-021-038",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.01332,0.00038
"7835","HEU-COMP-THERM-021-039",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.00881,0.00037
"7836","HEU-COMP-THERM-021-039",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.00459,0.00046
"7837","HEU-COMP-THERM-021-039",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.01247,4e-04
"7838","HEU-COMP-THERM-021-040",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.00942,5e-04
"7839","HEU-COMP-THERM-021-040",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.00482,0.00044
"7840","HEU-COMP-THERM-021-040",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.01257,0.00051
"7841","HEU-COMP-THERM-021-041",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.00831,4e-04
"7842","HEU-COMP-THERM-021-041",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.00349,0.00039
"7843","HEU-COMP-THERM-021-041",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.01271,0.00041
"7844","HEU-COMP-THERM-021-042",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.0095,0.00045
"7845","HEU-COMP-THERM-021-042",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.00444,4e-04
"7846","HEU-COMP-THERM-021-042",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.01173,4e-04
"7847","HEU-COMP-THERM-021-043",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.00809,0.00041
"7848","HEU-COMP-THERM-021-043",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.003,0.00042
"7849","HEU-COMP-THERM-021-043",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.01183,0.00042
"7850","HEU-COMP-THERM-021-044",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.01135,0.00043
"7851","HEU-COMP-THERM-021-044",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.00722,0.00043
"7852","HEU-COMP-THERM-021-044",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.01488,0.00045
"7853","HEU-COMP-THERM-021-045",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.01069,0.00042
"7854","HEU-COMP-THERM-021-045",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.00681,0.00037
"7855","HEU-COMP-THERM-021-045",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.01403,0.00046
"7856","HEU-COMP-THERM-021-046",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.01253,0.00041
"7857","HEU-COMP-THERM-021-046",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.00636,0.00046
"7858","HEU-COMP-THERM-021-046",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.01425,0.00045
"7859","HEU-COMP-THERM-021-047",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.01089,0.00036
"7860","HEU-COMP-THERM-021-047",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.00642,4e-04
"7861","HEU-COMP-THERM-021-047",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.01428,0.00039
"7862","HEU-COMP-THERM-021-048",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.0112,0.00049
"7863","HEU-COMP-THERM-021-048",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.00677,0.00045
"7864","HEU-COMP-THERM-021-048",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.01365,0.00044
"7865","HEU-COMP-THERM-021-049",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.01121,4e-04
"7866","HEU-COMP-THERM-021-049",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.00622,0.00045
