"","FULLID","MODEL","EXPVAL","EXPERR","CASE","EALF","AFGE","FISSG1","FISSG2","FISSG3","CAPG1","CAPG2","CAPG3","AM241WPCT","AM243WPCT","PU238WPCT","PU239WPCT","PU240WPCT","PU241WPCT","PU242WPCT","U232WPCT","U233WPCT","U234WPCT","U235WPCT","U236WPCT","U238WPCT","PU_UPURATIO","MOD_COOLANT","MODRATIO_TYPE","MODRATIO","MODTOFUELRATIO","MODTOFISSRATIO","FISS","FORM","SPEC","CASETYPE"
"1273","LEU-COMP-THERM-017-022",NA,1,0.0028,"LEU-COMP-THERM-017",0.194,0.451,0.875,0.068,0.057,0.742,0.234,0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-04,0.0235,2e-04,0.9762,0,"Water (Light Water)","Vm/Vf",NA,1.5995,0,"LEU","COMP","THERM","LEU-COMP-THERM"
"1274","LEU-COMP-THERM-017-023",NA,1,0.0028,"LEU-COMP-THERM-017",0.208,0.478,0.869,0.073,0.058,0.685,0.287,0.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-04,0.0235,2e-04,0.9762,0,"Water (Light Water)","Vm/Vf",NA,1.5995,0,"LEU","COMP","THERM","LEU-COMP-THERM"
"1275","LEU-COMP-THERM-017-024",NA,1,0.0028,"LEU-COMP-THERM-017",0.202,0.467,0.871,0.072,0.057,0.696,0.276,0.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-04,0.0235,2e-04,0.9762,0,"Water (Light Water)","Vm/Vf",NA,1.5995,0,"LEU","COMP","THERM","LEU-COMP-THERM"
"1276","LEU-COMP-THERM-017-025",NA,1,0.0028,"LEU-COMP-THERM-017",0.192,0.448,0.876,0.068,0.056,0.729,0.246,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-04,0.0235,2e-04,0.9762,0,"Water (Light Water)","Vm/Vf",NA,1.5995,0,"LEU","COMP","THERM","LEU-COMP-THERM"
"1277","LEU-COMP-THERM-017-026",NA,1,0.0028,"LEU-COMP-THERM-017",0.519,1.09,0.825,0.076,0.099,0.585,0.358,0.057,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-04,0.0235,2e-04,0.9762,0,"Water (Light Water)","Vm/Vf",NA,1.5995,0,"LEU","COMP","THERM","LEU-COMP-THERM"
"1278","LEU-COMP-THERM-017-027",NA,1,0.0028,"LEU-COMP-THERM-017",0.437,0.936,0.836,0.072,0.092,0.62,0.33,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-04,0.0235,2e-04,0.9762,0,"Water (Light Water)","Vm/Vf",NA,1.5995,0,"LEU","COMP","THERM","LEU-COMP-THERM"
"1279","LEU-COMP-THERM-017-028",NA,1,0.0028,"LEU-COMP-THERM-017",0.378,0.824,0.844,0.069,0.087,0.653,0.302,0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-04,0.0235,2e-04,0.9762,0,"Water (Light Water)","Vm/Vf",NA,1.5995,0,"LEU","COMP","THERM","LEU-COMP-THERM"
"1280","LEU-COMP-THERM-017-029",NA,1,0.0028,"LEU-COMP-THERM-017",0.333,0.736,0.851,0.067,0.082,0.681,0.278,0.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-04,0.0235,2e-04,0.9762,0,"Water (Light Water)","Vm/Vf",NA,1.5995,0,"LEU","COMP","THERM","LEU-COMP-THERM"
"1281","LEU-COMP-THERM-018-001",NA,1,0.002,"LEU-COMP-THERM-018",0.221,0.463,0.848,0.108,0.044,0.599,0.364,0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e-04,0.07,8e-04,0.9288,0,"Water (Light Water)","Vm/Vf",NA,2.7635,0,"LEU","COMP","THERM","LEU-COMP-THERM"
"1282","LEU-COMP-THERM-019-001",NA,1,0.0063,"LEU-COMP-THERM-019",0.376,0.733,0.801,0.142,0.057,0.48,0.483,0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e-04,0.0519,3e-04,0.9474,0,"Water (Light Water)","Vm/Vf",NA,0,0,"LEU","COMP","THERM","LEU-COMP-THERM"
"1283","LEU-COMP-THERM-019-002",NA,1,0.0058,"LEU-COMP-THERM-019",0.182,0.406,0.861,0.098,0.041,0.6,0.37,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e-04,0.0519,3e-04,0.9474,0,"Water (Light Water)","Vm/Vf",NA,0,0,"LEU","COMP","THERM","LEU-COMP-THERM"
"1284","LEU-COMP-THERM-019-003",NA,1,0.0061,"LEU-COMP-THERM-019",0.0575,0.124,0.951,0.033,0.016,0.867,0.119,0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e-04,0.0519,3e-04,0.9474,0,"Water (Light Water)","Vm/Vf",NA,0,0,"LEU","COMP","THERM","LEU-COMP-THERM"
"1285","LEU-COMP-THERM-022-001",NA,1,0.0046,"LEU-COMP-THERM-022",0.78,1.3,0.722,0.215,0.063,0.415,0.541,0.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,8e-04,0.0983,7e-04,0.9002,0,"Water (Light Water)","Vm/Vf",NA,0,0,"LEU","COMP","THERM","LEU-COMP-THERM"
"1286","LEU-COMP-THERM-022-002",NA,1,0.0046,"LEU-COMP-THERM-022",0.322,0.619,0.803,0.152,0.045,0.533,0.432,0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,8e-04,0.0983,7e-04,0.9002,0,"Water (Light Water)","Vm/Vf",NA,0,0,"LEU","COMP","THERM","LEU-COMP-THERM"
"1287","LEU-COMP-THERM-022-003",NA,1,0.0036,"LEU-COMP-THERM-022",0.137,0.31,0.879,0.093,0.028,0.687,0.287,0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,8e-04,0.0983,7e-04,0.9002,0,"Water (Light Water)","Vm/Vf",NA,0,0,"LEU","COMP","THERM","LEU-COMP-THERM"
"1288","LEU-COMP-THERM-022-004",NA,1,0.0037,"LEU-COMP-THERM-022",0.0889,0.221,0.916,0.064,0.02,0.789,0.191,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,8e-04,0.0983,7e-04,0.9002,0,"Water (Light Water)","Vm/Vf",NA,0,0,"LEU","COMP","THERM","LEU-COMP-THERM"
"1289","LEU-COMP-THERM-022-005",NA,1,0.0038,"LEU-COMP-THERM-022",0.0731,0.166,0.932,0.051,0.017,0.841,0.142,0.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,8e-04,0.0983,7e-04,0.9002,0,"Water (Light Water)","Vm/Vf",NA,0,0,"LEU","COMP","THERM","LEU-COMP-THERM"
"1290","LEU-COMP-THERM-022-006",NA,1,0.0046,"LEU-COMP-THERM-022",0.0573,0.114,0.953,0.034,0.013,0.909,0.079,0.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,8e-04,0.0983,7e-04,0.9002,0,"Water (Light Water)","Vm/Vf",NA,0,0,"LEU","COMP","THERM","LEU-COMP-THERM"
"1291","LEU-COMP-THERM-022-007",NA,1,0.0046,"LEU-COMP-THERM-022",0.0569,0.112,0.954,0.033,0.013,0.91,0.077,0.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,8e-04,0.0983,7e-04,0.9002,0,"Water (Light Water)","Vm/Vf",NA,0,0,"LEU","COMP","THERM","LEU-COMP-THERM"
"1292","LEU-COMP-THERM-024-001",NA,1,0.0054,"LEU-COMP-THERM-024",1.18,1.85,0.684,0.244,0.073,0.361,0.59,0.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,8e-04,0.0983,7e-04,0.9002,0,"Water (Light Water)","Vm/Vf",NA,1.3252,0,"LEU","COMP","THERM","LEU-COMP-THERM"
"1293","LEU-COMP-THERM-024-002",NA,1,0.004,"LEU-COMP-THERM-024",0.156,0.345,0.868,0.101,0.031,0.654,0.318,0.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,8e-04,0.0983,7e-04,0.9002,0,"Water (Light Water)","Vm/Vf",NA,4.1558,0,"LEU","COMP","THERM","LEU-COMP-THERM"
"1294","LEU-COMP-THERM-025-001",NA,1,0.0041,"LEU-COMP-THERM-025",0.496,0.903,0.769,0.173,0.058,0.46,0.5,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e-04,0.0741,4e-04,0.925,0,"Water (Light Water)","Vm/Vf",NA,0,0,"LEU","COMP","THERM","LEU-COMP-THERM"
"1295","LEU-COMP-THERM-025-002",NA,1,0.0044,"LEU-COMP-THERM-025",0.225,0.47,0.838,0.121,0.041,0.574,0.394,0.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e-04,0.0741,4e-04,0.925,0,"Water (Light Water)","Vm/Vf",NA,0,0,"LEU","COMP","THERM","LEU-COMP-THERM"
"1296","LEU-COMP-THERM-025-003",NA,1,0.0047,"LEU-COMP-THERM-025",0.107,0.259,0.9,0.074,0.026,0.718,0.259,0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e-04,0.0741,4e-04,0.925,0,"Water (Light Water)","Vm/Vf",NA,0,0,"LEU","COMP","THERM","LEU-COMP-THERM"
"1297","LEU-COMP-THERM-025-004",NA,1,0.0052,"LEU-COMP-THERM-025",0.0741,0.177,0.93,0.051,0.019,0.81,0.172,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e-04,0.0741,4e-04,0.925,0,"Water (Light Water)","Vm/Vf",NA,0,0,"LEU","COMP","THERM","LEU-COMP-THERM"
"1298","LEU-COMP-THERM-026-001",NA,1,0.0034,"LEU-COMP-THERM-026",0.28,0.577,0.832,0.114,0.054,0.486,0.471,0.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-04,0.0492,NA,0.9506,0,"Water (Light Water)","Vm/Vf",NA,0,0,"LEU","COMP","THERM","LEU-COMP-THERM"
"1299","LEU-COMP-THERM-026-002",NA,0.9996,0.0034,"LEU-COMP-THERM-026",0.474,0.797,0.808,0.132,0.06,0.434,0.52,0.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-04,0.0492,NA,0.9506,0,"Water (Light Water)","Vm/Vf",NA,0,0,"LEU","COMP","THERM","LEU-COMP-THERM"
"1300","LEU-COMP-THERM-026-003",NA,1.0018,0.0062,"LEU-COMP-THERM-026",1.2,1.96,0.708,0.204,0.088,0.298,0.643,0.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-04,0.0492,NA,0.9506,0,"Water (Light Water)","Vm/Vf",NA,0,0,"LEU","COMP","THERM","LEU-COMP-THERM"
"1301","LEU-COMP-THERM-026-004",NA,0.9978,0.0062,"LEU-COMP-THERM-026",1.96,2.77,0.678,0.225,0.097,0.266,0.672,0.062,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-04,0.0492,NA,0.9506,0,"Water (Light Water)","Vm/Vf",NA,0,0,"LEU","COMP","THERM","LEU-COMP-THERM"
"1302","LEU-COMP-THERM-026-005",NA,1.0007,0.0041,"LEU-COMP-THERM-026",0.453,0.869,0.791,0.144,0.065,0.421,0.529,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-04,0.0492,NA,0.9506,0,"Water (Light Water)","Vm/Vf",NA,0,0,"LEU","COMP","THERM","LEU-COMP-THERM"
"1303","LEU-COMP-THERM-026-006",NA,0.9983,0.0041,"LEU-COMP-THERM-026",0.662,1.07,0.779,0.152,0.069,0.394,0.555,0.051,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-04,0.0492,NA,0.9506,0,"Water (Light Water)","Vm/Vf",NA,0,0,"LEU","COMP","THERM","LEU-COMP-THERM"
"1304","LEU-COMP-THERM-027-001",NA,1.0014,0.0015,"LEU-COMP-THERM-027",0.146,0.337,0.883,0.079,0.038,0.679,0.288,0.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e-04,0.0474,0.0014,0.951,0,"Water (Light Water)","Vm/Vf",3.8146,3.8069,0,"LEU","COMP","THERM","LEU-COMP-THERM"
"1305","LEU-COMP-THERM-027-002",NA,1.0014,0.0012,"LEU-COMP-THERM-027",0.138,0.323,0.888,0.075,0.037,0.703,0.267,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e-04,0.0474,0.0014,0.951,0,"Water (Light Water)","Vm/Vf",3.8146,3.8069,0,"LEU","COMP","THERM","LEU-COMP-THERM"
"1306","LEU-COMP-THERM-027-003",NA,1.0014,0.0015,"LEU-COMP-THERM-027",0.132,0.311,0.893,0.071,0.036,0.726,0.246,0.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e-04,0.0474,0.0014,0.951,0,"Water (Light Water)","Vm/Vf",3.8146,3.8069,0,"LEU","COMP","THERM","LEU-COMP-THERM"
"1307","LEU-COMP-THERM-027-004",NA,1.0014,0.0015,"LEU-COMP-THERM-027",0.125,0.299,0.897,0.068,0.035,0.747,0.227,0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e-04,0.0474,0.0014,0.951,0,"Water (Light Water)","Vm/Vf",3.8146,3.8069,0,"LEU","COMP","THERM","LEU-COMP-THERM"
"1308","LEU-COMP-THERM-028-001",NA,0.99977,0.00472,"LEU-COMP-THERM-028",0.25,0.521,0.849,0.098,0.054,0.636,0.329,0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-04,0.0431,2e-04,0.9565,0,"Water (Light Water)",NA,NA,NA,NA,"LEU","COMP","THERM","LEU-COMP-THERM"
"1309","LEU-COMP-THERM-028-002",NA,1.00012,0.0054,"LEU-COMP-THERM-028",0.278,0.567,0.839,0.105,0.056,0.64,0.327,0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-04,0.0431,2e-04,0.9565,0,"Water (Light Water)",NA,NA,NA,NA,"LEU","COMP","THERM","LEU-COMP-THERM"
"1310","LEU-COMP-THERM-028-003",NA,0.99992,0.00511,"LEU-COMP-THERM-028",0.303,0.607,0.832,0.11,0.057,0.644,0.323,0.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-04,0.0431,2e-04,0.9565,0,"Water (Light Water)",NA,NA,NA,NA,"LEU","COMP","THERM","LEU-COMP-THERM"
"1311","LEU-COMP-THERM-028-004",NA,1,0.00432,"LEU-COMP-THERM-028",0.319,0.632,0.828,0.114,0.059,0.647,0.321,0.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-04,0.0431,2e-04,0.9565,0,"Water (Light Water)",NA,NA,NA,NA,"LEU","COMP","THERM","LEU-COMP-THERM"
"1312","LEU-COMP-THERM-028-005",NA,1.00022,0.00477,"LEU-COMP-THERM-028",0.275,0.561,0.84,0.104,0.056,0.644,0.322,0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-04,0.0431,2e-04,0.9565,0,"Water (Light Water)",NA,NA,NA,NA,"LEU","COMP","THERM","LEU-COMP-THERM"
"1313","LEU-COMP-THERM-028-006",NA,1.00009,0.00452,"LEU-COMP-THERM-028",0.308,0.617,0.83,0.112,0.058,0.656,0.312,0.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-04,0.0431,2e-04,0.9565,0,"Water (Light Water)",NA,NA,NA,NA,"LEU","COMP","THERM","LEU-COMP-THERM"
"1314","LEU-COMP-THERM-028-007",NA,0.99978,0.00467,"LEU-COMP-THERM-028",0.279,0.567,0.839,0.105,0.056,0.643,0.323,0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-04,0.0431,2e-04,0.9565,0,"Water (Light Water)",NA,NA,NA,NA,"LEU","COMP","THERM","LEU-COMP-THERM"
"1315","LEU-COMP-THERM-028-008",NA,0.99978,0.00515,"LEU-COMP-THERM-028",0.304,0.607,0.832,0.11,0.057,0.652,0.316,0.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-04,0.0431,2e-04,0.9565,0,"Water (Light Water)",NA,NA,NA,NA,"LEU","COMP","THERM","LEU-COMP-THERM"
"1316","LEU-COMP-THERM-028-009",NA,0.9998,0.0047,"LEU-COMP-THERM-028",0.326,0.641,0.826,0.115,0.059,0.66,0.309,0.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-04,0.0431,2e-04,0.9565,0,"Water (Light Water)",NA,NA,NA,NA,"LEU","COMP","THERM","LEU-COMP-THERM"
"1317","LEU-COMP-THERM-028-010",NA,1.00039,0.00453,"LEU-COMP-THERM-028",0.141,0.323,0.896,0.065,0.039,0.767,0.207,0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-04,0.0431,2e-04,0.9565,0,"Water (Light Water)",NA,NA,NA,NA,"LEU","COMP","THERM","LEU-COMP-THERM"
"1318","LEU-COMP-THERM-028-011",NA,1.00022,0.0045,"LEU-COMP-THERM-028",0.15,0.34,0.891,0.069,0.041,0.772,0.203,0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-04,0.0431,2e-04,0.9565,0,"Water (Light Water)",NA,NA,NA,NA,"LEU","COMP","THERM","LEU-COMP-THERM"
"1319","LEU-COMP-THERM-028-012",NA,1.00003,0.00489,"LEU-COMP-THERM-028",0.163,0.364,0.884,0.074,0.043,0.779,0.199,0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-04,0.0431,2e-04,0.9565,0,"Water (Light Water)",NA,NA,NA,NA,"LEU","COMP","THERM","LEU-COMP-THERM"
"1320","LEU-COMP-THERM-028-013",NA,0.9998,0.00496,"LEU-COMP-THERM-028",0.152,0.343,0.89,0.069,0.041,0.777,0.199,0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-04,0.0431,2e-04,0.9565,0,"Water (Light Water)",NA,NA,NA,NA,"LEU","COMP","THERM","LEU-COMP-THERM"
"1321","LEU-COMP-THERM-028-014",NA,1.00006,0.00474,"LEU-COMP-THERM-028",0.165,0.365,0.883,0.074,0.043,0.787,0.19,0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-04,0.0431,2e-04,0.9565,0,"Water (Light Water)",NA,NA,NA,NA,"LEU","COMP","THERM","LEU-COMP-THERM"
"1322","LEU-COMP-THERM-028-015",NA,0.99967,0.00443,"LEU-COMP-THERM-028",0.107,0.257,0.919,0.049,0.033,0.842,0.139,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-04,0.0431,2e-04,0.9565,0,"Water (Light Water)",NA,NA,NA,NA,"LEU","COMP","THERM","LEU-COMP-THERM"
"1323","LEU-COMP-THERM-028-016",NA,1,0.00491,"LEU-COMP-THERM-028",0.11,0.263,0.917,0.05,0.033,0.844,0.137,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-04,0.0431,2e-04,0.9565,0,"Water (Light Water)",NA,NA,NA,NA,"LEU","COMP","THERM","LEU-COMP-THERM"
"1324","LEU-COMP-THERM-028-017",NA,1,0.00466,"LEU-COMP-THERM-028",0.116,0.275,0.912,0.054,0.035,0.848,0.134,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-04,0.0431,2e-04,0.9565,0,"Water (Light Water)",NA,NA,NA,NA,"LEU","COMP","THERM","LEU-COMP-THERM"
"1325","LEU-COMP-THERM-028-018",NA,0.99988,0.00469,"LEU-COMP-THERM-028",0.113,0.27,0.914,0.052,0.034,0.847,0.135,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-04,0.0431,2e-04,0.9565,0,"Water (Light Water)",NA,NA,NA,NA,"LEU","COMP","THERM","LEU-COMP-THERM"
"1326","LEU-COMP-THERM-028-019",NA,1.00017,0.00464,"LEU-COMP-THERM-028",0.111,0.265,0.916,0.051,0.034,0.846,0.134,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-04,0.0431,2e-04,0.9565,0,"Water (Light Water)",NA,NA,NA,NA,"LEU","COMP","THERM","LEU-COMP-THERM"
"1327","LEU-COMP-THERM-028-020",NA,1.00007,0.00456,"LEU-COMP-THERM-028",0.114,0.27,0.914,0.052,0.034,0.85,0.131,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-04,0.0431,2e-04,0.9565,0,"Water (Light Water)",NA,NA,NA,NA,"LEU","COMP","THERM","LEU-COMP-THERM"
"1328","LEU-COMP-THERM-035-001",NA,1,0.0018,"LEU-COMP-THERM-035",0.255,0.561,0.856,0.08,0.064,0.588,0.371,0.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-04,0.026,NA,0.9738,0,"Water (Light Water)","Vm/Vf",NA,1.8326,0,"LEU","COMP","THERM","LEU-COMP-THERM"
"1329","LEU-COMP-THERM-035-002",NA,1,0.0019,"LEU-COMP-THERM-035",0.259,0.568,0.855,0.081,0.064,0.593,0.368,0.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-04,0.026,NA,0.9738,0,"Water (Light Water)","Vm/Vf",NA,1.8326,0,"LEU","COMP","THERM","LEU-COMP-THERM"
"1330","LEU-COMP-THERM-035-003",NA,1,0.0022,"LEU-COMP-THERM-035",0.256,0.559,0.855,0.081,0.063,0.603,0.359,0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-04,0.026,NA,0.9738,0,"Water (Light Water)","Vm/Vf",NA,1.8326,0,"LEU","COMP","THERM","LEU-COMP-THERM"
"1331","LEU-COMP-THERM-039-001",NA,1,0.0014,"LEU-COMP-THERM-039",0.265,0.553,0.838,0.107,0.054,0.521,0.437,0.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e-04,0.0474,0.0014,0.951,0,"Water (Light Water)","Vm/Vf",NA,1.8231,0,"LEU","COMP","THERM","LEU-COMP-THERM"
"1332","LEU-COMP-THERM-039-002",NA,1,0.0014,"LEU-COMP-THERM-039",0.253,0.532,0.842,0.104,0.053,0.532,0.427,0.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e-04,0.0474,0.0014,0.951,0,"Water (Light Water)","Vm/Vf",NA,1.8231,0,"LEU","COMP","THERM","LEU-COMP-THERM"
"1333","LEU-COMP-THERM-039-003",NA,1,0.0014,"LEU-COMP-THERM-039",0.227,0.487,0.851,0.098,0.051,0.559,0.402,0.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e-04,0.0474,0.0014,0.951,0,"Water (Light Water)","Vm/Vf",NA,1.8231,0,"LEU","COMP","THERM","LEU-COMP-THERM"
"1334","LEU-COMP-THERM-039-004",NA,1,0.0014,"LEU-COMP-THERM-039",0.217,0.469,0.855,0.096,0.049,0.559,0.402,0.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e-04,0.0474,0.0014,0.951,0,"Water (Light Water)","Vm/Vf",NA,1.8231,0,"LEU","COMP","THERM","LEU-COMP-THERM"
"1335","LEU-COMP-THERM-039-005",NA,1,9e-04,"LEU-COMP-THERM-039",0.162,0.369,0.878,0.079,0.042,0.634,0.332,0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e-04,0.0474,0.0014,0.951,0,"Water (Light Water)","Vm/Vf",NA,1.8231,0,"LEU","COMP","THERM","LEU-COMP-THERM"
