"","FULLID","MODEL","EXPVAL","EXPERR","CASE","EALF","AFGE","FISSG1","FISSG2","FISSG3","CAPG1","CAPG2","CAPG3","AM241WPCT","AM243WPCT","PU238WPCT","PU239WPCT","PU240WPCT","PU241WPCT","PU242WPCT","U232WPCT","U233WPCT","U234WPCT","U235WPCT","U236WPCT","U238WPCT","PU_UPURATIO","MOD_COOLANT","MODRATIO_TYPE","MODRATIO","MODTOFUELRATIO","MODTOFISSRATIO","FISS","FORM","SPEC","CASETYPE"
"617","HEU-SOL-THERM-008-004",NA,1,0.003,"HEU-SOL-THERM-008",0.208,0.423,0.809,0.172,0.019,0.607,0.351,0.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0102,0.9317,0.0043,0.0537,0,"Water (Light Water)",NA,NA,64.0996,68.7521,"HEU","SOL","THERM","HEU-SOL-THERM"
"618","HEU-SOL-THERM-008-005",NA,1,0.003,"HEU-SOL-THERM-008",0.0444,0.0766,0.953,0.043,0.004,0.906,0.076,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0102,0.9317,0.0043,0.0537,0,"Water (Light Water)",NA,NA,423.0469,453.7537,"HEU","SOL","THERM","HEU-SOL-THERM"
"619","HEU-SOL-THERM-008-006",NA,1,0.003,"HEU-SOL-THERM-008",0.252,0.49,0.789,0.19,0.021,0.577,0.378,0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0102,0.9317,0.0043,0.0537,0,"Water (Light Water)",NA,NA,64.0996,68.7521,"HEU","SOL","THERM","HEU-SOL-THERM"
"620","HEU-SOL-THERM-008-007",NA,1,0.003,"HEU-SOL-THERM-008",0.0437,0.0741,0.955,0.041,0.004,0.909,0.073,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0102,0.9317,0.0043,0.0537,0,"Water (Light Water)",NA,NA,423.0469,453.7537,"HEU","SOL","THERM","HEU-SOL-THERM"
"621","HEU-SOL-THERM-008-008",NA,1,0.003,"HEU-SOL-THERM-008",0.24,0.473,0.794,0.185,0.021,0.585,0.37,0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0102,0.9317,0.0043,0.0537,0,"Water (Light Water)",NA,NA,64.0996,68.7521,"HEU","SOL","THERM","HEU-SOL-THERM"
"622","HEU-SOL-THERM-008-009",NA,1,0.003,"HEU-SOL-THERM-008",0.0443,0.076,0.953,0.043,0.004,0.907,0.076,0.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0102,0.9317,0.0043,0.0537,0,"Water (Light Water)",NA,NA,423.0469,453.7537,"HEU","SOL","THERM","HEU-SOL-THERM"
"623","HEU-SOL-THERM-008-010",NA,1,0.003,"HEU-SOL-THERM-008",0.231,0.457,0.799,0.181,0.02,0.591,0.367,0.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0102,0.9317,0.0043,0.0537,0,"Water (Light Water)",NA,NA,64.0996,68.7521,"HEU","SOL","THERM","HEU-SOL-THERM"
"624","HEU-SOL-THERM-008-011",NA,1,0.003,"HEU-SOL-THERM-008",0.0427,0.0705,0.957,0.04,0.003,0.913,0.07,0.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0102,0.9317,0.0043,0.0537,0,"Water (Light Water)",NA,NA,423.0469,453.7537,"HEU","SOL","THERM","HEU-SOL-THERM"
"625","HEU-SOL-THERM-008-012",NA,1,0.003,"HEU-SOL-THERM-008",0.202,0.414,0.812,0.169,0.019,0.612,0.346,0.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0102,0.9317,0.0043,0.0537,0,"Water (Light Water)",NA,NA,64.0996,68.7521,"HEU","SOL","THERM","HEU-SOL-THERM"
"626","HEU-SOL-THERM-008-013",NA,1,0.003,"HEU-SOL-THERM-008",0.229,0.456,0.799,0.181,0.02,0.592,0.364,0.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0102,0.9317,0.0043,0.0537,0,"Water (Light Water)",NA,NA,64.0996,68.7521,"HEU","SOL","THERM","HEU-SOL-THERM"
"627","HEU-SOL-THERM-008-014",NA,1,0.003,"HEU-SOL-THERM-008",0.208,0.425,0.809,0.171,0.02,0.606,0.35,0.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0102,0.9317,0.0043,0.0537,0,"Water (Light Water)",NA,NA,64.0996,68.7521,"HEU","SOL","THERM","HEU-SOL-THERM"
"628","HEU-SOL-THERM-009-001",NA,0.999,0.0043,"HEU-SOL-THERM-009",0.517,0.888,0.718,0.25,0.032,0.481,0.488,0.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0098,0.9318,0.005,0.0534,0,"Water (Light Water)",NA,NA,33.4172,35.8396,"HEU","SOL","THERM","HEU-SOL-THERM"
"629","HEU-SOL-THERM-009-002",NA,1,0.0039,"HEU-SOL-THERM-009",0.319,0.593,0.768,0.207,0.025,0.546,0.425,0.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0098,0.9318,0.005,0.0534,0,"Water (Light Water)",NA,NA,44.0344,47.2264,"HEU","SOL","THERM","HEU-SOL-THERM"
"630","HEU-SOL-THERM-009-003",NA,1,0.0036,"HEU-SOL-THERM-009",0.159,0.34,0.837,0.147,0.016,0.656,0.319,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0098,0.9318,0.005,0.0534,0,"Water (Light Water)",NA,NA,70.9398,76.0822,"HEU","SOL","THERM","HEU-SOL-THERM"
"631","HEU-SOL-THERM-009-004",NA,0.9986,0.0035,"HEU-SOL-THERM-009",0.0912,0.223,0.891,0.099,0.01,0.759,0.218,0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0098,0.9318,0.005,0.0534,0,"Water (Light Water)",NA,NA,117.9262,126.4745,"HEU","SOL","THERM","HEU-SOL-THERM"
"632","HEU-SOL-THERM-010-001",NA,1,0.0029,"HEU-SOL-THERM-010",0.0528,0.105,0.94,0.055,0.005,0.87,0.112,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011,0.9313,0.005,0.0527,0,"Water (Light Water)",NA,NA,251.5863,269.9721,"HEU","SOL","THERM","HEU-SOL-THERM"
"633","HEU-SOL-THERM-010-002",NA,1,0.0029,"HEU-SOL-THERM-010",0.0534,0.107,0.939,0.056,0.005,0.867,0.115,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011,0.9313,0.005,0.0527,0,"Water (Light Water)",NA,NA,246.2439,264.2401,"HEU","SOL","THERM","HEU-SOL-THERM"
"634","HEU-SOL-THERM-010-003",NA,1,0.0029,"HEU-SOL-THERM-010",0.0557,0.113,0.935,0.059,0.006,0.859,0.122,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011,0.9313,0.005,0.0527,0,"Water (Light Water)",NA,NA,228.971,245.7045,"HEU","SOL","THERM","HEU-SOL-THERM"
"635","HEU-SOL-THERM-010-004",NA,0.9992,0.0029,"HEU-SOL-THERM-010",0.0565,0.116,0.933,0.061,0.006,0.856,0.125,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011,0.9313,0.005,0.0527,0,"Water (Light Water)",NA,NA,222.7391,239.0169,"HEU","SOL","THERM","HEU-SOL-THERM"
"636","HEU-SOL-THERM-011-001",NA,1,0.0023,"HEU-SOL-THERM-011",0.04,0.0613,0.963,0.034,0.003,0.927,0.059,0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0098,0.9318,0.005,0.0534,0,"Water (Light Water)",NA,NA,488.032,523.41,"HEU","SOL","THERM","HEU-SOL-THERM"
"637","HEU-SOL-THERM-011-002",NA,1,0.0023,"HEU-SOL-THERM-011",0.0398,0.0605,0.963,0.034,0.003,0.928,0.058,0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0098,0.9318,0.005,0.0534,0,"Water (Light Water)",NA,NA,497.0843,533.119,"HEU","SOL","THERM","HEU-SOL-THERM"
"638","HEU-SOL-THERM-012-001",NA,0.9999,0.0058,"HEU-SOL-THERM-012",0.0327,0.0409,0.979,0.019,0.002,0.965,0.026,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0098,0.9318,0.005,0.0534,0,"Water (Light Water)",NA,NA,1186.2606,1272.2523,"HEU","SOL","THERM","HEU-SOL-THERM"
"639","HEU-SOL-THERM-013-001",NA,1.0012,0.0026,"HEU-SOL-THERM-013",0.0327,0.0409,0.979,0.019,0.002,0.965,0.025,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0104,0.9318,0.0027,0.0551,0,"Water (Light Water)",NA,NA,1281.7492,1374.6513,"HEU","SOL","THERM","HEU-SOL-THERM"
"640","HEU-SOL-THERM-013-002",NA,1.0007,0.0036,"HEU-SOL-THERM-013",0.0341,0.0444,0.976,0.022,0.002,0.96,0.03,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0104,0.9318,0.0027,0.0551,0,"Water (Light Water)",NA,NA,1093.7831,1173.0608,"HEU","SOL","THERM","HEU-SOL-THERM"
"641","HEU-SOL-THERM-013-003",NA,1.0009,0.0036,"HEU-SOL-THERM-013",0.0355,0.0482,0.972,0.026,0.002,0.956,0.034,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0104,0.9318,0.0027,0.0551,0,"Water (Light Water)",NA,NA,960.3013,1029.9042,"HEU","SOL","THERM","HEU-SOL-THERM"
"642","HEU-SOL-THERM-013-004",NA,1.0003,0.0036,"HEU-SOL-THERM-013",0.0362,0.0501,0.971,0.027,0.002,0.954,0.036,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0104,0.9318,0.0027,0.0551,0,"Water (Light Water)",NA,NA,905.486,971.1156,"HEU","SOL","THERM","HEU-SOL-THERM"
"643","HEU-SOL-THERM-014-001",NA,1,0.0028,"HEU-SOL-THERM-014",0.0461,0.082,0.95,0.046,0.004,0.894,0.087,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0091,0.8904,0.0022,0.0983,0,"Water (Light Water)",NA,NA,361.0527,405.0034,"HEU","SOL","THERM","HEU-SOL-THERM"
"644","HEU-SOL-THERM-014-002",NA,1,0.0052,"HEU-SOL-THERM-014",0.0477,0.0873,0.948,0.048,0.004,0.918,0.068,0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0091,0.8904,0.0022,0.0983,0,"Water (Light Water)",NA,NA,372.751,418.1256,"HEU","SOL","THERM","HEU-SOL-THERM"
"645","HEU-SOL-THERM-014-003",NA,1,0.0087,"HEU-SOL-THERM-014",0.0498,0.0948,0.944,0.052,0.004,0.929,0.059,0.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0091,0.8904,0.0022,0.0983,0,"Water (Light Water)",NA,NA,375.1208,420.7848,"HEU","SOL","THERM","HEU-SOL-THERM"
"646","HEU-SOL-THERM-015-001",NA,1,0.0032,"HEU-SOL-THERM-015",0.0577,0.12,0.931,0.064,0.006,0.846,0.13,0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0091,0.8904,0.0022,0.0983,0,"Water (Light Water)",NA,NA,248.1771,278.3879,"HEU","SOL","THERM","HEU-SOL-THERM"
"647","HEU-SOL-THERM-015-002",NA,1,0.0034,"HEU-SOL-THERM-015",0.056,0.115,0.934,0.061,0.006,0.852,0.125,0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0091,0.8904,0.0022,0.0983,0,"Water (Light Water)",NA,NA,248.1771,278.3879,"HEU","SOL","THERM","HEU-SOL-THERM"
"648","HEU-SOL-THERM-015-003",NA,1,0.0068,"HEU-SOL-THERM-015",0.063,0.135,0.924,0.07,0.006,0.889,0.094,0.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0091,0.8904,0.0022,0.0983,0,"Water (Light Water)",NA,NA,251.8996,282.5636,"HEU","SOL","THERM","HEU-SOL-THERM"
"649","HEU-SOL-THERM-015-004",NA,1,0.0069,"HEU-SOL-THERM-015",0.061,0.128,0.926,0.068,0.006,0.894,0.091,0.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0091,0.8904,0.0022,0.0983,0,"Water (Light Water)",NA,NA,251.8996,282.5636,"HEU","SOL","THERM","HEU-SOL-THERM"
"650","HEU-SOL-THERM-015-005",NA,1,0.0089,"HEU-SOL-THERM-015",0.0656,0.141,0.921,0.073,0.006,0.915,0.072,0.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0091,0.8904,0.0022,0.0983,0,"Water (Light Water)",NA,NA,262.6824,294.6588,"HEU","SOL","THERM","HEU-SOL-THERM"
"651","HEU-SOL-THERM-016-001",NA,1,0.0036,"HEU-SOL-THERM-016",0.0784,0.186,0.904,0.088,0.008,0.78,0.192,0.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0091,0.8904,0.0022,0.0983,0,"Water (Light Water)",NA,NA,156.1872,175.2003,"HEU","SOL","THERM","HEU-SOL-THERM"
"652","HEU-SOL-THERM-016-002",NA,1,0.0069,"HEU-SOL-THERM-016",0.0825,0.197,0.899,0.093,0.008,0.857,0.125,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0091,0.8904,0.0022,0.0983,0,"Water (Light Water)",NA,NA,171.5421,192.4237,"HEU","SOL","THERM","HEU-SOL-THERM"
"653","HEU-SOL-THERM-016-003",NA,1,0.0079,"HEU-SOL-THERM-016",0.0915,0.221,0.89,0.101,0.009,0.876,0.109,0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0091,0.8904,0.0022,0.0983,0,"Water (Light Water)",NA,NA,170.64,191.4123,"HEU","SOL","THERM","HEU-SOL-THERM"
"654","HEU-SOL-THERM-017-001",NA,1,0.0028,"HEU-SOL-THERM-017",0.0974,0.235,0.884,0.106,0.01,0.735,0.233,0.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0091,0.8904,0.0022,0.0983,0,"Water (Light Water)",NA,NA,118.3827,132.7933,"HEU","SOL","THERM","HEU-SOL-THERM"
"655","HEU-SOL-THERM-017-002",NA,1,0.004,"HEU-SOL-THERM-017",0.108,0.254,0.873,0.115,0.012,0.716,0.25,0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0091,0.8904,0.0022,0.0983,0,"Water (Light Water)",NA,NA,118.3827,132.7933,"HEU","SOL","THERM","HEU-SOL-THERM"
"656","HEU-SOL-THERM-017-003",NA,1,0.0036,"HEU-SOL-THERM-017",0.101,0.242,0.88,0.109,0.011,0.728,0.24,0.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0091,0.8904,0.0022,0.0983,0,"Water (Light Water)",NA,NA,118.3827,132.7933,"HEU","SOL","THERM","HEU-SOL-THERM"
"657","HEU-SOL-THERM-017-004",NA,1,0.0047,"HEU-SOL-THERM-017",0.105,0.246,0.877,0.112,0.011,0.805,0.172,0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0091,0.8904,0.0022,0.0983,0,"Water (Light Water)",NA,NA,122.5175,137.4316,"HEU","SOL","THERM","HEU-SOL-THERM"
"658","HEU-SOL-THERM-017-005",NA,1,0.0058,"HEU-SOL-THERM-017",0.111,0.255,0.872,0.117,0.011,0.832,0.149,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0091,0.8904,0.0022,0.0983,0,"Water (Light Water)",NA,NA,125.4617,140.7342,"HEU","SOL","THERM","HEU-SOL-THERM"
"659","HEU-SOL-THERM-017-006",NA,1,0.0055,"HEU-SOL-THERM-017",0.127,0.283,0.858,0.13,0.012,0.813,0.166,0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0091,0.8904,0.0022,0.0983,0,"Water (Light Water)",NA,NA,125.4617,140.7342,"HEU","SOL","THERM","HEU-SOL-THERM"
"660","HEU-SOL-THERM-017-007",NA,1,0.0057,"HEU-SOL-THERM-017",0.118,0.268,0.866,0.123,0.011,0.823,0.157,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0091,0.8904,0.0022,0.0983,0,"Water (Light Water)",NA,NA,125.4617,140.7342,"HEU","SOL","THERM","HEU-SOL-THERM"
"661","HEU-SOL-THERM-017-008",NA,1,0.0067,"HEU-SOL-THERM-017",0.135,0.294,0.853,0.135,0.012,0.843,0.139,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0091,0.8904,0.0022,0.0983,0,"Water (Light Water)",NA,NA,130.7084,146.6194,"HEU","SOL","THERM","HEU-SOL-THERM"
"662","HEU-SOL-THERM-018-001",NA,1,0.0034,"HEU-SOL-THERM-018",0.159,0.339,0.836,0.148,0.016,0.644,0.319,0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0091,0.8904,0.0022,0.0983,0,"Water (Light Water)",NA,NA,76.694,86.0299,"HEU","SOL","THERM","HEU-SOL-THERM"
"663","HEU-SOL-THERM-018-002",NA,1,0.0046,"HEU-SOL-THERM-018",0.185,0.383,0.821,0.162,0.017,0.617,0.342,0.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0091,0.8904,0.0022,0.0983,0,"Water (Light Water)",NA,NA,76.694,86.0299,"HEU","SOL","THERM","HEU-SOL-THERM"
"664","HEU-SOL-THERM-018-003",NA,1,0.0042,"HEU-SOL-THERM-018",0.169,0.357,0.83,0.154,0.016,0.632,0.329,0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0091,0.8904,0.0022,0.0983,0,"Water (Light Water)",NA,NA,76.694,86.0299,"HEU","SOL","THERM","HEU-SOL-THERM"
"665","HEU-SOL-THERM-018-004",NA,1,0.0044,"HEU-SOL-THERM-018",0.178,0.366,0.826,0.158,0.016,0.737,0.236,0.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0091,0.8904,0.0022,0.0983,0,"Water (Light Water)",NA,NA,79.028,88.648,"HEU","SOL","THERM","HEU-SOL-THERM"
"666","HEU-SOL-THERM-018-005",NA,1,0.0046,"HEU-SOL-THERM-018",0.222,0.435,0.803,0.179,0.018,0.704,0.266,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0091,0.8904,0.0022,0.0983,0,"Water (Light Water)",NA,NA,79.028,88.648,"HEU","SOL","THERM","HEU-SOL-THERM"
"667","HEU-SOL-THERM-018-006",NA,1,0.0045,"HEU-SOL-THERM-018",0.202,0.404,0.813,0.17,0.017,0.719,0.253,0.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0091,0.8904,0.0022,0.0983,0,"Water (Light Water)",NA,NA,79.028,88.648,"HEU","SOL","THERM","HEU-SOL-THERM"
"668","HEU-SOL-THERM-018-007",NA,1,0.0058,"HEU-SOL-THERM-018",0.199,0.395,0.816,0.168,0.016,0.783,0.195,0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0091,0.8904,0.0022,0.0983,0,"Water (Light Water)",NA,NA,81.9351,91.9092,"HEU","SOL","THERM","HEU-SOL-THERM"
"669","HEU-SOL-THERM-018-008",NA,1,0.0056,"HEU-SOL-THERM-018",0.242,0.461,0.795,0.187,0.018,0.758,0.218,0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0091,0.8904,0.0022,0.0983,0,"Water (Light Water)",NA,NA,81.9351,91.9092,"HEU","SOL","THERM","HEU-SOL-THERM"
"670","HEU-SOL-THERM-018-009",NA,1,0.0056,"HEU-SOL-THERM-018",0.219,0.426,0.805,0.178,0.017,0.77,0.207,0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0091,0.8904,0.0022,0.0983,0,"Water (Light Water)",NA,NA,81.9351,91.9092,"HEU","SOL","THERM","HEU-SOL-THERM"
"671","HEU-SOL-THERM-018-010",NA,1,0.0057,"HEU-SOL-THERM-018",0.274,0.503,0.783,0.198,0.019,0.778,0.2,0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0091,0.8904,0.0022,0.0983,0,"Water (Light Water)",NA,NA,81.2983,91.1947,"HEU","SOL","THERM","HEU-SOL-THERM"
"672","HEU-SOL-THERM-018-011",NA,1,0.0059,"HEU-SOL-THERM-018",0.244,0.46,0.794,0.188,0.018,0.793,0.187,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0091,0.8904,0.0022,0.0983,0,"Water (Light Water)",NA,NA,81.2983,91.1947,"HEU","SOL","THERM","HEU-SOL-THERM"
"673","HEU-SOL-THERM-018-012",NA,1,0.0065,"HEU-SOL-THERM-018",0.272,0.494,0.784,0.198,0.018,0.815,0.167,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0091,0.8904,0.0022,0.0983,0,"Water (Light Water)",NA,NA,83.4569,93.6161,"HEU","SOL","THERM","HEU-SOL-THERM"
"674","HEU-SOL-THERM-019-001",NA,1,0.0041,"HEU-SOL-THERM-019",0.309,0.576,0.769,0.207,0.024,0.536,0.419,0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0091,0.8904,0.0022,0.0983,0,"Water (Light Water)",NA,NA,48.7789,54.7168,"HEU","SOL","THERM","HEU-SOL-THERM"
"675","HEU-SOL-THERM-019-002",NA,1,0.0041,"HEU-SOL-THERM-019",0.289,0.538,0.776,0.202,0.022,0.666,0.301,0.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0091,0.8904,0.0022,0.0983,0,"Water (Light Water)",NA,NA,56.2427,63.0891,"HEU","SOL","THERM","HEU-SOL-THERM"
"676","HEU-SOL-THERM-019-003",NA,1,0.0067,"HEU-SOL-THERM-019",0.345,0.614,0.759,0.218,0.023,0.697,0.274,0.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0091,0.8904,0.0022,0.0983,0,"Water (Light Water)",NA,NA,54.5271,61.1647,"HEU","SOL","THERM","HEU-SOL-THERM"
"677","HEU-SOL-THERM-020-001",NA,0.9966,0.0116,"HEU-SOL-THERM-020",1.34,17.7,0.584,0.402,0.014,0.305,0.66,0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0102,0.9365,NA,0.0533,0,"Water (Heavy Water)",NA,NA,213.3714,227.6953,"HEU","SOL","THERM","HEU-SOL-THERM"
"678","HEU-SOL-THERM-020-002",NA,0.9956,0.0093,"HEU-SOL-THERM-020",0.391,0.637,0.731,0.261,0.008,0.448,0.514,0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0102,0.9365,NA,0.0533,0,"Water (Heavy Water)",NA,NA,388.7105,414.8058,"HEU","SOL","THERM","HEU-SOL-THERM"
"679","HEU-SOL-THERM-020-003",NA,0.9957,0.0079,"HEU-SOL-THERM-020",0.135,0.282,0.848,0.148,0.004,0.612,0.346,0.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0102,0.9365,NA,0.0533,0,"Water (Heavy Water)",NA,NA,794.1202,847.4326,"HEU","SOL","THERM","HEU-SOL-THERM"
"680","HEU-SOL-THERM-020-004",NA,0.9955,0.0078,"HEU-SOL-THERM-020",0.134,0.281,0.848,0.148,0.004,0.612,0.345,0.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0102,0.9365,NA,0.0533,0,"Water (Heavy Water)",NA,NA,794.1202,847.4326,"HEU","SOL","THERM","HEU-SOL-THERM"
"681","HEU-SOL-THERM-020-005",NA,0.9959,0.0077,"HEU-SOL-THERM-020",0.0589,0.116,0.928,0.07,0.002,0.771,0.183,0.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0102,0.9365,NA,0.0533,0,"Water (Heavy Water)",NA,NA,1930.6069,2060.214,"HEU","SOL","THERM","HEU-SOL-THERM"
"682","HEU-SOL-THERM-022-001",NA,1.002,0.002,"HEU-SOL-THERM-022",0.0679,0.151,0.917,0.076,0.007,0.809,0.164,0.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0087,0.8914,0.0023,0.0976,0,"Water (Light Water)",NA,NA,177.4009,198.7734,"HEU","SOL","THERM","HEU-SOL-THERM"
"683","HEU-SOL-THERM-023-001",NA,0.9976,0.0055,"HEU-SOL-THERM-023",0.245,0.477,0.793,0.186,0.021,0.57,0.387,0.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0089,0.8911,0.0021,0.0979,0,"Water (Light Water)",NA,NA,54.5047,61.0917,"HEU","SOL","THERM","HEU-SOL-THERM"
"684","HEU-SOL-THERM-024-001",NA,1.0021,0.0041,"HEU-SOL-THERM-024",0.315,0.583,0.767,0.21,0.023,0.533,0.42,0.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0089,0.8911,0.0021,0.0979,0,"Water (Light Water)",NA,NA,58.3285,65.3777,"HEU","SOL","THERM","HEU-SOL-THERM"
"685","HEU-SOL-THERM-024-002",NA,1.0014,0.0035,"HEU-SOL-THERM-024",0.174,0.365,0.827,0.157,0.016,0.628,0.332,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0089,0.8911,0.0021,0.0979,0,"Water (Light Water)",NA,NA,85.1284,95.4164,"HEU","SOL","THERM","HEU-SOL-THERM"
"686","HEU-SOL-THERM-024-003",NA,1.0014,0.0029,"HEU-SOL-THERM-024",0.0715,0.163,0.911,0.081,0.008,0.8,0.172,0.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0089,0.8911,0.0021,0.0979,0,"Water (Light Water)",NA,NA,191.7037,214.872,"HEU","SOL","THERM","HEU-SOL-THERM"
"687","HEU-SOL-THERM-024-004",NA,1.0006,0.0027,"HEU-SOL-THERM-024",0.0627,0.135,0.923,0.071,0.006,0.829,0.146,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0089,0.8911,0.0021,0.0979,0,"Water (Light Water)",NA,NA,228.2911,255.8812,"HEU","SOL","THERM","HEU-SOL-THERM"
"688","HEU-SOL-THERM-024-005",NA,0.993,0.0028,"HEU-SOL-THERM-024",0.0555,0.114,0.933,0.061,0.006,0.855,0.122,0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0089,0.8911,0.0021,0.0979,0,"Water (Light Water)",NA,NA,275.1798,308.4355,"HEU","SOL","THERM","HEU-SOL-THERM"
"689","HEU-SOL-THERM-024-006",NA,1.0007,0.0028,"HEU-SOL-THERM-024",0.0555,0.114,0.934,0.061,0.005,0.855,0.122,0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0089,0.8911,0.0021,0.0979,0,"Water (Light Water)",NA,NA,275.1798,308.4355,"HEU","SOL","THERM","HEU-SOL-THERM"
"690","HEU-SOL-THERM-024-007",NA,1.0006,0.002,"HEU-SOL-THERM-024",0.0538,0.109,0.937,0.058,0.005,0.862,0.117,0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0089,0.8911,0.0021,0.0979,0,"Water (Light Water)",NA,NA,275.1798,308.4355,"HEU","SOL","THERM","HEU-SOL-THERM"
"691","HEU-SOL-THERM-024-008",NA,1.0009,0.0019,"HEU-SOL-THERM-024",0.0498,0.0966,0.943,0.052,0.005,0.878,0.102,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0089,0.8911,0.0021,0.0979,0,"Water (Light Water)",NA,NA,316.8809,355.1766,"HEU","SOL","THERM","HEU-SOL-THERM"
"692","HEU-SOL-THERM-024-009",NA,1.0006,0.0019,"HEU-SOL-THERM-024",0.0448,0.0775,0.952,0.044,0.004,0.902,0.081,0.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0089,0.8911,0.0021,0.0979,0,"Water (Light Water)",NA,NA,397.6802,445.7397,"HEU","SOL","THERM","HEU-SOL-THERM"
"693","HEU-SOL-THERM-025-001",NA,1.0002,0.0025,"HEU-SOL-THERM-025",0.0406,0.0635,0.961,0.036,0.003,0.921,0.063,0.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0091,0.8904,0.0022,0.0983,0,"Water (Light Water)",NA,NA,495.45,555.762,"HEU","SOL","THERM","HEU-SOL-THERM"
